url,price,title
https://www.olx.com.pk/item/bose-soundllink-mini-boluetooth-wireless-speaker-small-box-IDWbQ78.html,"Rs 1,150",Bose SoundlLink Mini Boluetooth Wireless Speaker small box
https://www.olx.com.pk/item/apple-macbook-pro-core-i7-10by10condition-IDWg0i4.html,"Rs 53,000",Apple Macbook pro core i7 10by10condition
https://www.olx.com.pk/item/2500k-z77oc-r9-280x-850w-8gb-500gb-160gb-high-end-gaming-system-IDWfMMI.html,"Rs 48,000","2500k ,z77oc ,r9-280x ,850w ,8gb ,500gb+160gb high end gaming system"
https://www.olx.com.pk/item/sokkia-auto-level-b30-with-standard-accessories-IDW8uCM.html,"Rs 38,000",Sokkia Auto Level B30 with standard accessories
https://www.olx.com.pk/item/sewing-express-techniques-that-would-allow-her-to-sew-for-her-own-fami-IDWeakA.html,"Rs 2,499",Sewing Express techniques that would allow her to sew for her own fami
https://www.olx.com.pk/item/laptop-e-table-get-so-there-is-no-problem-in-getting-any-size-laptop-t-IDWehrM.html,"Rs 1,599",Laptop E Table get so there is no problem in getting any size laptop t
https://www.olx.com.pk/item/cisco-ws-c3750-24fs-s-10-100-24-port-10-100-fiber-ethernet-switch-IDW7X9i.html,"Rs 6,500",Cisco WS-C3750-24FS-S 10/100 24 Port 10/100 Fiber Ethernet Switch
https://www.olx.com.pk/item/rackmount-pdu-branded-IDUjqB3.html,"Rs 20,000",Rackmount PDU Branded
https://www.olx.com.pk/item/brand-new-acer-laptop-IDWg0iM.html,"Rs 40,000",Brand New Acer Laptop
https://www.olx.com.pk/item/lenovo-helix-pro-core-m-5th-generation-thinkpad-IDWaPiU.html,"Rs 27,000",Lenovo Helix pro core M 5th generation Thinkpad
https://www.olx.com.pk/item/zong-4g-wingle-IDWaUSS.html,"Rs 1,700",Zong 4G wingle.
https://www.olx.com.pk/item/sony-vaio-vpcsa26ga-with-docking-station-IDWg0ky.html,"Rs 25,000",Sony vaio vpcsa26ga with docking station
https://www.olx.com.pk/item/new-laptop-touch-full-box-with-beg-IDWfZMi.html,"Rs 27,600",New Laptop Touch Full Box with beg
https://www.olx.com.pk/item/intel-lga1156-first-generation-board-5500-final-IDTrERX.html,"Rs 5,500",Intel LGA1156 First Generation Board - 5500 Final
https://www.olx.com.pk/item/wifi-wingle-cloud-3g-4g-multisim-suppoting-cash-on-delivery-all-city-IDUOx68.html,"Rs 1,999",Wifi wingle/cloud 3g-4g multisim suppoting cash on delivery all city
https://www.olx.com.pk/item/2-gb-laptop-ram-final-price-no-bargaining-IDWg02G.html,"Rs 1,200",2 gb laptop ram final price no bargaining
https://www.olx.com.pk/item/laptop-model-no-hp-2460-IDWg02C.html,"Rs 19,000",Laptop model no hp 2460
https://www.olx.com.pk/item/128gb-samsung-brand-sata-ssd-for-laptop-desktop-pc-IDTBZ4N.html,"Rs 3,999",128GB Samsung Brand Sata SSD for Laptop / Desktop PC
https://www.olx.com.pk/item/2gb-single-stick-ddr3-1333mhz-corsair-brand-for-desktop-IDUvd14.html,"Rs 1,300",2GB Single Stick DDR3 - 1333MHz Corsair Brand for Desktop
https://www.olx.com.pk/item/unlock-4g-wingle-apny-merzy-k-sim-use-kry-cash-on-delivery-all-city-IDUKBpt.html,"Rs 2,199",Unlock 4g wingle apny merzy k sim use kry cash on delivery all city
https://www.olx.com.pk/item/ws-c2960x-24td-l-IDUTWnj.html,"Rs 1,79,999",WS-C2960X-24TD-L
https://www.olx.com.pk/item/500w-80-plus-certified-gamming-power-supply-IDSfUH5.html,"Rs 3,500",500W 80 Plus Certified Gamming Power Supply
https://www.olx.com.pk/item/single-stick-of-4gb-ddr3-1333mhz-corsair-value-desktop-ram-IDUF1xh.html,"Rs 2,000",Single Stick of 4GB - DDR3 1333Mhz Corsair Value Desktop Ram
https://www.olx.com.pk/item/selling-i3-2120-second-gen-lga1155-processor-only-chippp-IDTQ1WZ.html,"Rs 4,499",Selling i3- 2120 Second Gen LGA1155 Processor - ONLY CHIPPP
https://www.olx.com.pk/item/toshiba-laptop-satlite-s5320-large-size-IDWfVFG.html,"Rs 20,000",Toshiba Laptop satlite S5320 large size
https://www.olx.com.pk/item/wd-green-wd10ezrx-1tb-64mb-cache-sata-6-0gb-s-with-full-of-games-setup-IDWcvtI.html,"Rs 4,200",WD Green WD10EZRX 1TB 64MB Cache SATA 6.0Gb/s with Full Of Games Setup
https://www.olx.com.pk/item/keyboards-cd-dvd-camera-IDWg05o.html,"Rs 1,500",Keyboards & cd/dvd & camera
https://www.olx.com.pk/item/core-i7-4th-gen-8gb-ram-dell-xps-12-IDWeh3o.html,"Rs 53,000",Core i7 4th Gen 8gb Ram Dell Xps 12
https://www.olx.com.pk/item/datalogic-barcode-scanner-distributor-in-pakistan-IDWg07y.html,"Rs 6,000",Datalogic Barcode Scanner Distributor in Pakistan
https://www.olx.com.pk/item/thermal-receipt-printer-ctp-50-cloud-pos-1-year-warranty-lahore-IDWg08c.html,"Rs 8,500",Thermal Receipt Printer CTP-50 Cloud - POS (1 Year Warranty) - Lahore
https://www.olx.com.pk/item/dell-p2214h-22-widescreen-led-ips-monitor-1920-x-1080-full-hd-1080p-IDUK3gk.html,"Rs 9,000","Dell P2214H 22"" Widescreen LED IPS Monitor~ 1920 x 1080 Full HD 1080P"
https://www.olx.com.pk/item/laptop-bag-double-protection-IDWbewn.html,Rs 300,Laptop Bag (Double Protection)
https://www.olx.com.pk/item/desktop-computer-and-accessories-IDWegb8.html,"Rs 16,000",Desktop Computer and Accessories
https://www.olx.com.pk/item/sony-vaio-core-i7-with-radeon-graphics-full-hd-exchange-possible-IDWg07d.html,"Rs 35,000",Sony vaio core i7 with radeon graphics full hd exchange possible
https://www.olx.com.pk/item/cisco-air-ap1131ag-a-k9-IDUSHDh.html,"Rs 7,499",Cisco Air-ap1131ag-a-k9
https://www.olx.com.pk/item/employee-id-cards-in-karachi-IDWfZWl.html,Rs 50,Employee ID Cards in Karachi
https://www.olx.com.pk/item/macbook-pro-15-4-brand-new-pin-pack-touch-bar-ram-16-ssd-256-IDUQ7fG.html,"Rs 2,35,000","MacBook Pro 15.4"" Brand new Pin Pack Touch Bar Ram 16 SSD 256"
https://www.olx.com.pk/item/we-r-the-leading-service-provider-of-closed-circuit-video-surveillance-IDScKLB.html,"Rs 2,000",We r the Leading Service provider of closed circuit video surveillance
https://www.olx.com.pk/item/complete-discount-web-hosting-packages-available-by-cloudmacways-IDWfZWy.html,"Rs 22,623",Complete Discount Web Hosting Packages Available by Cloudmacways
https://www.olx.com.pk/item/lga1155-3rd-genration-i7-processor-model-no-3770k-IDSfASW.html,"Rs 20,000",LGA1155 3rd Genration i7 Processor :: Model No. 3770K
https://www.olx.com.pk/item/spa502g-cisco-ip-phone-IDUO6M8.html,"Rs 9,399",SPA502G Cisco IP Phone
https://www.olx.com.pk/item/wooden-portable-laptop-table-in-pakistan-IDWfZV7.html,"Rs 2,699",Wooden Portable Laptop Table in Pakistan
https://www.olx.com.pk/item/shared-affordable-web-hosting-services-in-different-packages-IDWfZVz.html,"Rs 12,562",Shared Affordable Web Hosting services in Different Packages
https://www.olx.com.pk/item/brand-new-macbook-pro-13-3-2015-13-3-retina-ram-8-ssd-256-mf840-IDUSUGr.html,"Rs 1,19,000","Brand New MacBook Pro 13.3"" 2015 13.3 Retina Ram 8 SSD 256 MF840"
https://www.olx.com.pk/item/sound-wofer-normal-range-IDWfZVL.html,"Rs 2,000",Sound wofer normal range
https://www.olx.com.pk/item/samsung-ultrabook-series-5-i3-3rd-4gb-no-harddrive-4-hours-plus-mint-IDWfZUg.html,"Rs 16,000","Samsung ultrabook series 5 i3 3rd, 4gb no harddrive,4 hours plus,mint"
https://www.olx.com.pk/item/latest-macbook-air-13-3-core-i7-2-2-ram-8-ssd-256-19-months-warranty-IDWcWfO.html,"Rs 1,03,000","Latest MacBook Air 13.3"" Core i7 2.2 Ram 8 SSD 256 19 Months Warranty"
https://www.olx.com.pk/item/selling-4gb-and-2gb-and-1gb-ddr3-ram-IDWfZX8.html,"Rs 1,100",Selling 4gb and 2gb and 1gb ddr3 RAM
https://www.olx.com.pk/item/core2duo-laptop-compaq-510-IDWdJ4y.html,"Rs 6,000",Core2duo laptop COMPAQ 510
https://www.olx.com.pk/item/get-50-discount-packages-for-professional-web-hosting-services-IDWfZXy.html,"Rs 22,623",Get 50% Discount Packages for Professional Web Hosting Services
https://www.olx.com.pk/item/wireless-bluetooth-adapter-dongle-IDWfZXI.html,Rs 470,Wireless Bluetooth Adapter (Dongle)
https://www.olx.com.pk/item/dell-charger-original-IDU2X1N.html,"Rs 1,100",Dell Charger Original
https://www.olx.com.pk/item/see-details-free-hitachi-80-gb-hard-disk-IDWfZOC.html,"Rs 1,500",See details Free HITACHI 80 GB Hard disk
https://www.olx.com.pk/item/website-with-free-domain-and-web-hosting-in-very-cheap-price-IDWafjN.html,"Rs 9,950",Website With Free Domain And Web Hosting In Very Cheap Price
https://www.olx.com.pk/item/geforce-9600-gt10-10-1gb-IDW2bex.html,"Rs 2,000",Geforce 9600 gt10/10 1gb
https://www.olx.com.pk/item/thermal-printer-seiko-sii-smart-label-printer-400-IDUtDSI.html,"Rs 3,500",Thermal printer Seiko Sii Smart Label Printer 400
https://www.olx.com.pk/item/hp-8200-desktop-IDWfZPG.html,"Rs 11,000",Hp 8200 desktop
https://www.olx.com.pk/item/baxolon-bar-code-printer-IDWfZQ8.html,"Rs 10,500",Baxolon bar Code printer
https://www.olx.com.pk/item/cisco-switch-ws-c2960x24tsll-rf-IDUTWgC.html,"Rs 62,999",Cisco Switch Ws-c2960x24tsll-rf
https://www.olx.com.pk/item/zebra-printer-s4m-IDWfZQz.html,"Rs 15,000",Zebra printer S4M
https://www.olx.com.pk/item/new-macbook-air-13-3-latest-2016-core-i5-ram-8-ssd-128-10-month-warra-IDUWb9f.html,"Rs 83,500","New MacBook Air 13.3"" Latest 2016 Core i5 Ram 8 SSD 128 10 Month Warra"
https://www.olx.com.pk/item/hp-elitebook-core-i5-new-laptop-no-any-fault-IDWfZHi.html,"Rs 18,000",Hp EliteBook Core i5 new Laptop No any fault
https://www.olx.com.pk/item/hard-drive-ide160gb-at-cheapest-price-no-an-fault-350-ki-mil-jye-gi-IDW1fxm.html,"Rs 3,500",Hard drive ide160gb at cheapest price no an fault 350 ki mil jye gi
https://www.olx.com.pk/item/thermal-printer-IDWfZRk.html,"Rs 6,300",Thermal printer
https://www.olx.com.pk/item/brand-new-macbook-pro-touch-bar-and-touch-id-1-year-apple-warranty-IDWaEYv.html,"Rs 1,88,500",Brand New MacBook Pro Touch Bar and Touch Id 1 year apple warranty
https://www.olx.com.pk/item/buy-laptop-aluminium-table-large-fan-with-built-in-stereo-speakers-IDUJfFz.html,"Rs 2,999",Buy Laptop Aluminium Table Large Fan (with Built-In Stereo Speakers)
https://www.olx.com.pk/item/desktop-memory-4gb-ddr3-single-stickk-of-kingston-hyperxx-IDTYBU1.html,"Rs 2,500",Desktop Memory - 4GB DDR3 Single Stickk of Kingston Hyperxx
https://www.olx.com.pk/item/corsair-vs-650-power-supply-IDUWKso.html,"Rs 5,500",Corsair Vs 650 Power Supply
https://www.olx.com.pk/item/ws-c2960-24tc-s-IDUTWqh.html,"Rs 37,999",WS-C2960+24TC-S
https://www.olx.com.pk/item/macbook-pro-ratina-13-3-late-2013-core-i5-ram-8-ssd-128-IDWbgn3.html,"Rs 76,000","MacBook Pro Ratina 13.3"" Late 2013 Core i5 Ram 8 SSD 128"
https://www.olx.com.pk/item/apple-macbook-pro-13-3-md101-mid-2012-core-i5-ram-4-hhd-500-IDUPZB4.html,"Rs 53,000","Apple MacBook Pro 13.3"" MD101 Mid 2012 Core i5 Ram 4 HHD 500"
https://www.olx.com.pk/item/dell-xps-m1530-core-2-duo-IDWfZQr.html,"Rs 22,000",Dell xps m1530 core 2 duo
https://www.olx.com.pk/item/hp-laser-toner-78a-IDWbHql.html,"Rs 1,200",Hp laser toner 78a
https://www.olx.com.pk/item/hp-laser-printer-color-3800-IDUIDv5.html,"Rs 14,500",Hp laser printer color 3800
https://www.olx.com.pk/item/hp-deskjet-3545-colour-wifi-printer-just-like-new-IDW24OG.html,"Rs 10,000",Hp deskjet 3545 Colour wifi printer just like new
https://www.olx.com.pk/item/photocopier-machine-available-IDW7Sgy.html,"Rs 31,500",Photocopier machine available
https://www.olx.com.pk/item/hp-laser-toner-85a-for-1102-IDW7jwd.html,"Rs 1,500",Hp laser toner 85A for 1102
https://www.olx.com.pk/item/bright-box-wireless-wifi-router-device-usb-media-sharing-spoted-IDWddsn.html,Rs 900,Bright box wireless wifi router device usb media sharing spoted
https://www.olx.com.pk/item/hp-laser-printer-latest-model-with-box-pack-toner-IDUzRR3.html,"Rs 12,500",Hp laser printer latest model with box pack toner
https://www.olx.com.pk/item/apc-short-backup-cs-650-va-IDUCNoB.html,"Rs 1,800",Apc short backup cs 650 va
https://www.olx.com.pk/item/zyxel-wifi-router-modle-p-66hw-t1-v3-IDWee36.html,Rs 800,Zyxel wifi router modle p-66hw-t1 v3
https://www.olx.com.pk/item/dell-e-6410-intl-cor-i5-160gb-2gb-dvd-cam-fresh-2-5-hours-IDWfZDu.html,"Rs 12,900","DELL,E,6410,intl,cor i5, 160gb,2gb,dvd/cam, fresh, 2.5 hours,"
https://www.olx.com.pk/item/hp-laser-printer-speedy-500-IDW7lvm.html,"Rs 25,000",Hp laser printer speedy 500
https://www.olx.com.pk/item/tplink-wifi-router-tl-wr641g-super-g-extended-range-blue-leds-lights-IDWbIR6.html,Rs 900,Tplink wifi router tl-wr641g super g extended range blue leds lights
https://www.olx.com.pk/item/alfa-signal-catcher-IDWeNCt.html,Rs 700,Alfa signal catcher
https://www.olx.com.pk/item/sky-wifi-router-modem-device-long-wifi-range-with-wan-port-IDWbua8.html,Rs 900,Sky wifi router modem device long wifi range with wan port
https://www.olx.com.pk/item/apc-smart-ups-1500-va-IDWaZ59.html,"Rs 10,000",Apc smart ups 1500 VA
https://www.olx.com.pk/item/pc-ram-ddr1-ddr2-1gb-IDTBuE3.html,Rs 350,PC Ram DDR1 & DDR2 1Gb
https://www.olx.com.pk/item/success-toner-available-IDWeo6x.html,"Rs 1,200",Success toner available
https://www.olx.com.pk/item/focus-microscope-pen-digital-5-0-mp-portable-mini-hd-focus-microscope-IDWcrha.html,"Rs 4,200",Focus Microscope Pen Digital 5.0 MP Portable Mini HD Focus Microscope
https://www.olx.com.pk/item/hp-toner-cartridge-color-laser-printer-4600-IDWbHHE.html,"Rs 2,500",Hp toner cartridge color laser printer 4600
https://www.olx.com.pk/item/2-hp1100-printer-IDWaeAW.html,"Rs 1,200",2 hp1100 printer
https://www.olx.com.pk/item/2-hp-1100-laserjet-printer-IDSAdwX.html,"Rs 1,100",2 hp 1100 laserjet printer
https://www.olx.com.pk/item/jazz-net-device-IDWfZvw.html,"Rs 1,700",Jazz net device
https://www.olx.com.pk/item/logo-company-profile-web-designing-complete-solution-IDWfZvz.html,"Rs 15,000",Logo Company Profile Web Designing Complete Solution
https://www.olx.com.pk/item/pos-software-inventory-management-system-IDWfZvU.html,"Rs 25,000",POS Software Inventory Management System
https://www.olx.com.pk/item/acer-icona-w700-core-i3-IDWfZx8.html,"Rs 25,000",ACER icona w700 core i3.
https://www.olx.com.pk/item/keyboards-dell-lenovo-IDW5RQJ.html,Rs 300,Keyboards dell.lenovo
https://www.olx.com.pk/item/sony-multimedia-lcd-17-inch-IDTKTv9.html,"Rs 4,500",Sony multimedia lcd 17 inch
https://www.olx.com.pk/item/i-sell-my-computer-p4-with-19inch-dell-lcd-IDWf7X8.html,"Rs 7,000",I sell my computer p4 with 19inch dell lcd
https://www.olx.com.pk/item/miracle-box-new-box-2016-activation-IDWfVdk.html,"Rs 12,500",Miracle box new box 2016 activation
https://www.olx.com.pk/item/website-seo-google-top-ranking-services-IDWfZxT.html,"Rs 20,000",Website SEO Google Top Ranking Services
https://www.olx.com.pk/item/alienware-15-r2-high-end-best-price-IDWfVao.html,"Rs 1,60,000",Alienware 15 r2 High end best price
https://www.olx.com.pk/item/computer-system-IDWfV9K.html,"Rs 25,000",Computer system
https://www.olx.com.pk/item/dell-latitude-e-5570-IDWfV9S.html,"Rs 82,000",Dell Latitude E 5570
https://www.olx.com.pk/item/gigabyte-r9-270-2gb-full-boxed-IDWfDUV.html,"Rs 12,500","Gigabyte R9 270 2GB, full boxed"
https://www.olx.com.pk/item/google-adwords-seo-digital-marketing-best-company-IDWfZy5.html,"Rs 15,000",Google Adwords SEO Digital Marketing Best Company
https://www.olx.com.pk/item/hp-gaming-machine-IDWfZyr.html,"Rs 10,000",HP Gaming Machine
https://www.olx.com.pk/item/epson-lx-300-dot-matrix-printer-excellent-working-rawat030-1-511-55-26-IDWfGm4.html,"Rs 2,700",Epson lx 300 dot matrix printer.excellent working rawat030 1 511 55 26
https://www.olx.com.pk/item/laptop-ssd-hard-drive-IDWfZzc.html,"Rs 2,000",Laptop ssd hard drive
https://www.olx.com.pk/item/cat5e-path-cord-pure-copper-brand-amp-IDWfZq6.html,Rs 150,Cat5e Path Cord Pure Copper Brand AMP
https://www.olx.com.pk/item/corsair-casing-with-power-supply-cooler-master-cpu-cooler-IDU8LPp.html,"Rs 34,000","Corsair Casing with power supply,cooler master cpu cooler"
https://www.olx.com.pk/item/hp-elitebook-820-g1-core-i5-4th-generation-with-one-month-warranty-IDUSCu5.html,"Rs 29,999",Hp Elitebook 820 G1 Core i5 4th Generation with ONE MONTH WARRANTY
https://www.olx.com.pk/item/4g-wifi-huawei-lcd-evo-cloud-mifi-unlock-antenna-option-zong-telenor-IDWcXui.html,"Rs 4,000",4G WIFI Huawei LCD evo cloud mifi unlock ANTENNA OPTION . zong telenor
https://www.olx.com.pk/item/toshiba-satellite-l855-s5383-IDWfZqf.html,"Rs 30,000",Toshiba Satellite L855-S5383
https://www.olx.com.pk/item/dell-latitude-e3340-core-i3-4th-generation-with-one-month-warranty-IDWfZql.html,"Rs 23,000",Dell Latitude E3340 Core i3 4th Generation with ONE MONTH WARRANTY
https://www.olx.com.pk/item/dell-laptop-riginal-keyboard-IDUJ7WY.html,"Rs 2,000",Dell laptop riginal keyboard
https://www.olx.com.pk/item/hp-elitebook-840-core-i5-4th-generation-wth-one-month-warranty-IDWbZ3O.html,"Rs 34,500",HP Elitebook 840 Core i5 4th Generation wth ONE MONTH WARRANTY
https://www.olx.com.pk/item/fresh-dell-755-IDW9hKd.html,"Rs 7,000",Fresh Dell 755
https://www.olx.com.pk/item/dell-latitude-core-i5-2nd-generation-15-6-display-dual-graphic-card-IDUHXVv.html,"Rs 22,500","Dell Latitude Core i5 2nd Generation 15.6"" Display +Dual Graphic Card"
https://www.olx.com.pk/item/dell-full-system-model-755-IDUzCBU.html,"Rs 16,000",Dell full system model 755
https://www.olx.com.pk/item/dell-core-i5-2nd-generation-in-good-condition-al-wajid-laptops-IDTXlk1.html,"Rs 17,999",Dell Core i5 2nd Generation in Good Condition >> AL-WAJID LAPTOPS
https://www.olx.com.pk/item/dell-inspiron-11-core-i3-6th-generation-with-6-months-warranty-IDW5pQE.html,"Rs 34,999",Dell Inspiron 11 Core i3 6th Generation with 6 Month's WARRANTY
https://www.olx.com.pk/item/hp-elitebook-core-i5-3rd-generation-8gb-ram-320gb-hard-drive-IDW4G0D.html,"Rs 22,500",HP Elitebook Core i5 3rd Generation 8GB Ram + 320GB Hard Drive
https://www.olx.com.pk/item/hp-probook-core-i5-3rd-generation-with-8gb-ram-at-al-wajid-laptops-IDWcHcr.html,"Rs 21,999",HP ProBook Core i5 3rd Generation with 8GB Ram at> AL-WAJID LAPTOPS
https://www.olx.com.pk/item/hp-elitebook-8560p-1gb-dedicated-graphic-card-at-al-wajid-laptops-IDUyvnA.html,"Rs 22,999",HP Elitebook 8560p 1GB Dedicated Graphic Card at AL-WAJID LAPTOPS
https://www.olx.com.pk/item/hp-core-i5-for-students-professional-1gb-dedicated-3gb-total-card-IDW7CeJ.html,"Rs 18,500",HP Core i5 for Students / Professional +1GB Dedicated & 3GB Total Card
https://www.olx.com.pk/item/graphic-designing-company-IDW6KR6.html,"Rs 15,000",Graphic Designing Company
https://www.olx.com.pk/item/hp-elitebook-8460p-4gb-320gb-condition-ye-original-hay-IDUkWkj.html,"Rs 17,500",HP Elitebook 8460p 4GB--320GB Condition Ye Original Hay
https://www.olx.com.pk/item/textile-management-system-production-accounts-payroll-shipping-IDUQKy4.html,"Rs 50,000",Textile Management System. Production / Accounts / Payroll / Shipping
https://www.olx.com.pk/item/hp-probook-430-core-i5-4th-generation-at-al-wajid-laptops-warranty-IDUQl9o.html,"Rs 28,999",Hp ProBook 430 Core i5 4th Generation at AL-WAJID LAPTOP'S +WARRANTY
https://www.olx.com.pk/item/dell-8200-laptop-in-good-condition-IDWfZtG.html,"Rs 2,900",Dell 8200 laptop in Good condition
https://www.olx.com.pk/item/hp-probiok-4420s-core-i5-first-generation-IDWbcmm.html,"Rs 17,999",Hp Probiok 4420s Core i5 First Generation
https://www.olx.com.pk/item/brand-new-hp-pavilion-dv6-core-i7-beats-audio-8gb-ram-warranty-IDWfZmk.html,"Rs 27,999","Brand New Hp Pavilion dv6,Core i7,Beats Audio,8GB Ram,Warranty"
https://www.olx.com.pk/item/brand-new-hp-envy-13-core-i5-6th-gen-slimmer-than-apple-macbook-ai-IDWfZmv.html,"Rs 49,999","Brand New Hp Envy 13,Core i5,6th Gen,Slimmer than Apple Macbook Ai"
https://www.olx.com.pk/item/brand-new-hp-folio-9480m-core-i7-slimer-than-apple-macbook-air-IDWfZmI.html,"Rs 45,000","Brand New Hp Folio 9480M,Core i7,Slimer than Apple macBook Air"
https://www.olx.com.pk/item/brand-new-hp-spectre-13-x360-core-i7-8gb-256gb-full-hd-ultrabook-IDWfZmO.html,"Rs 79,999","Brand New Hp Spectre 13 X360,Core i7,8GB,256GB,Full HD,UltraBook"
https://www.olx.com.pk/item/i7-lapetop-IDWfWv2.html,"Rs 20,000",I7 lapetop
https://www.olx.com.pk/item/dell-precision-m6800-laptop-workstation-IDWfoNO.html,"Rs 85,000",Dell Precision M6800 Laptop Workstation
https://www.olx.com.pk/item/zte-internet-davice-ptcl-IDWfDIV.html,"Rs 1,800",ZTE internet davice PTCL
https://www.olx.com.pk/item/hp-laptops-IDWfWgs.html,"Rs 22,000",Hp laptop's
https://www.olx.com.pk/item/canon-pixma-mp-272-inkjet-colour-printer-IDWfoTS.html,"Rs 2,500",Canon Pixma MP 272 inkjet Colour Printer
https://www.olx.com.pk/item/hp-laptop-7th-generation-IDWfoRv.html,"Rs 60,000",Hp laptop 7th generation
https://www.olx.com.pk/item/lenovo-thinkcenter-m93p-IDWfoRs.html,"Rs 3,700",Lenovo Thinkcenter M93p
https://www.olx.com.pk/item/brand-new-dlink-wifi-router-IDWfDxY.html,"Rs 1,199",Brand new Dlink wifi router
https://www.olx.com.pk/item/lenovo-laptop-g450-brand-new-battery-IDWfoMY.html,"Rs 1,209",Lenovo Laptop G450 brand new battery
https://www.olx.com.pk/item/hp-probook-6570b-8gb-500gb-IDWfWCk.html,"Rs 22,000",HP Probook 6570b (8GB 500GB)
https://www.olx.com.pk/item/brand-new-hp-pavilion-15-7th-gen-8gb-1tb-better-than-core-i5-in-perfor-IDWfZmV.html,"Rs 31,000","Brand New Hp Pavilion 15,7th gen,8GB,1TB,Better than core i5 in perfor"
https://www.olx.com.pk/item/intel-core-i5-6th-gen-complete-gaming-machine-IDWfZna.html,"Rs 39,000",Intel core i5 6th gen complete gaming machine
https://www.olx.com.pk/item/brand-new-hp-pavilion-15-7th-gen-16gb-2tb-better-than-core-i7-in-perfo-IDWfZne.html,"Rs 54,999","Brand New Hp Pavilion 15,7th Gen,16GB,2TB,Better than Core i7 in perfo"
https://www.olx.com.pk/item/his-hd-7970-3gb-gddr5-IDWfZnt.html,"Rs 17,500",His Hd 7970 3gb Gddr5
https://www.olx.com.pk/item/brand-new-hp-envy-17-core-i7-6th-gen-16gb-2tb-latest-model-IDWfZnv.html,"Rs 79,999","Brand New Hp Envy 17,Core i7,6th gen,16Gb,2TB,Latest Model"
https://www.olx.com.pk/item/brand-new-hp-pavilion-15-6th-generation-equilant-to-core-i3-in-perfo-IDWfZnn.html,"Rs 23,999","Brand New Hp Pavilion 15,6th Generation,Equilant to core i3 in perfo"
https://www.olx.com.pk/item/brand-new-hp-folio-1040-core-i7-touchsmart-slim-than-apple-macbook-air-IDWfZo6.html,"Rs 52,999","Brand New Hp Folio 1040,Core i7,TouchSmart,Slim than Apple MAcbook AIr"
https://www.olx.com.pk/item/atom-dual-core-4cpus-processor-asus-glossy-2gb-ram-250gb-hdd-IDW5c28.html,"Rs 10,500",Atom Dual-core 4CPU's Processor Asus Glossy 2GB Ram & 250GB HDD
https://www.olx.com.pk/item/brand-new-hp-pavilion-340-core-i5-6th-generation-256gb-ssd-fingerprint-IDWfZnY.html,"Rs 43,999","Brand New Hp Pavilion 340,Core i5,6th Generation,256GB SSD,Fingerprint"
https://www.olx.com.pk/item/brand-new-hp-pavilion-13-core-i5-slimer-than-apple-macbook-air-IDWfZdb.html,"Rs 34,999","Brand New hp Pavilion 13,Core i5,Slimer than Apple MacBook Air"
https://www.olx.com.pk/item/brand-new-hp-pavilion-210-g2-core-i3-9cell-battery-utrabook-IDWfZdt.html,"Rs 24,999","BRand New HP Pavilion 210 G2,Core i3,9Cell Battery,UtraBook"
https://www.olx.com.pk/item/gtx-750-1gb-ddr5-128bit-IDWfXJ6.html,"Rs 9,000",GTX 750 - 1GB DDR5 / 128Bit
https://www.olx.com.pk/item/brand-new-hp-envy-6-core-i5-dedicated-graphics-beats-audio-warranty-IDWfZdH.html,"Rs 31,000","Brand New Hp Envy 6,Core i5,Dedicated Graphics,Beats Audio,Warranty"
https://www.olx.com.pk/item/3g-4g-ptcl-evo-wingle-IDW20ft.html,"Rs 1,500",3G /4G PTCL Evo wingle
https://www.olx.com.pk/item/brand-new-hp-pavillion-13-x360-core-i5-6th-generation-touchsmart-b-o-IDWfZej.html,"Rs 48,999","Brand New Hp Pavillion 13 X360,Core i5,6th Generation,Touchsmart,B&O"
https://www.olx.com.pk/item/dell-laptop-core-i5-IDWfnk7.html,"Rs 25,000",Dell Laptop core i5
https://www.olx.com.pk/item/hm-10-ble-bluetooth-4-0-cc2541-wireless-module-qc-ok-IDW4lOv.html,Rs 930,HM-10 BLE Bluetooth 4.0 CC2541 Wireless Module QC-OK
https://www.olx.com.pk/item/laptop-can-now-sense-your-hands-and-follow-your-commands-with-gesture-IDWfZeR.html,"Rs 3,000",Laptop can now sense your hands and follow your commands with gesture
https://www.olx.com.pk/item/brand-new-hp-pavilion-14-core-i5-4gb-750gb-beats-audio-warranty-IDWfZft.html,"Rs 35,000","Brand New Hp Pavilion 14,core i5,4GB,750GB,Beats Audio,Warranty"
https://www.olx.com.pk/item/hp-notebook-15-ac601-tx-flash-offer-IDWfZfI.html,"Rs 57,000",Hp notebook 15-ac601-tx [Flash Offer]
https://www.olx.com.pk/item/hp-xw6600-xeon-gaming-pc-with-graphics-card-which-play-all-new-games-IDWfZfQ.html,"Rs 23,000",Hp xw6600 xeon gaming pc with graphics card which play all new games
https://www.olx.com.pk/item/leap-motion-3d-interaction-with-pc-mac-75-discount-4-technology-lover-IDWfZfP.html,"Rs 3,000",Leap motion 3D interaction with Pc&Mac 75% discount 4 technology lover
https://www.olx.com.pk/item/amd-gaming-motherboard-ga-880gm-ud2h-IDWe1X1.html,"Rs 1,800",AMD Gaming MotherBoard GA-880GM-UD2H
https://www.olx.com.pk/item/st7735s-128160-pixel-1-8-inch-tft-lcd-module-with-sd-card-holder-IDWfZgp.html,"Rs 1,480",ST7735S 128×160 Pixel 1.8-inch TFT LCD Module with SD Card Holder
